,V1,V2,V3,V4,V5,V6,V7,V8,V9,Vr,V0,R0,V0gain,RL1,RL2,RL3,RL4,RL5,RL6,RL7,RL8,RL9,Vg1,Vg2,Vg3,Vg4,Vg5,Vg6,Vg7,Vg8,Vg9
0,0.030670166015625,0.0384521484375,0.03875732421875,0.0469970703125,0.036773681640625,0.04119873046875,0.037384033203125,0.043182373046875,0.036468505859375,0.005859375,0.10650634765625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
1,0.043182373046875,0.049591064453125,0.053253173828125,0.059814453125,0.046234130859375,0.053863525390625,0.047454833984375,0.054931640625,0.048065185546875,0.0070343017578125,0.142822265625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
2,0.0537109375,0.063018798828125,0.067596435546875,0.07415771484375,0.058441162109375,0.0653076171875,0.05859375,0.0665283203125,0.058441162109375,0.0080108642578125,0.17822265625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
3,0.067596435546875,0.078125,0.079345703125,0.088043212890625,0.068359375,0.07568359375,0.069732666015625,0.077056884765625,0.068817138671875,0.0091705322265625,0.21392822265625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
4,0.0738525390625,0.0927734375,0.0933837890625,0.10284423828125,0.078125,0.086822509765625,0.078277587890625,0.0860595703125,0.080413818359375,0.011199951171875,0.2496337890625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
5,0.0848388671875,0.10284423828125,0.1055908203125,0.117340087890625,0.092010498046875,0.099334716796875,0.0897216796875,0.097198486328125,0.09124755859375,0.012451171875,0.285491943359375,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
6,0.0927734375,0.11444091796875,0.1171875,0.132293701171875,0.10406494140625,0.11138916015625,0.100250244140625,0.10955810546875,0.102386474609375,0.013671875,0.321044921875,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
7,0.103607177734375,0.128326416015625,0.1287841796875,0.149383544921875,0.1171875,0.122222900390625,0.1116943359375,0.121917724609375,0.113372802734375,0.0140533447265625,0.356597900390625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
8,0.11962890625,0.143890380859375,0.143890380859375,0.161285400390625,0.127105712890625,0.13427734375,0.1214599609375,0.1348876953125,0.123748779296875,0.0140838623046875,0.392608642578125,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
9,0.13214111328125,0.1605224609375,0.15960693359375,0.174560546875,0.13641357421875,0.146636962890625,0.130157470703125,0.145721435546875,0.1348876953125,0.01495361328125,0.428619384765625,100,3.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0,13500.0,14000.0,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
