,V1,V2,V3,V4,V5,V6,V7,V8,V9,Vr,V0,R0,V0gain,RL1,RL2,RL3,RL4,RL5,RL6,RL7,RL8,RL9,Vg1,Vg2,Vg3,Vg4,Vg5,Vg6,Vg7,Vg8,Vg9
0,0.012969970703125,0.009307861328125,0.01220703125,0.01861572265625,0.014495849609375,0.020294189453125,0.017242431640625,0.0250244140625,0.01953125,0.001068115234375,0.020599365234375,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
1,0.019073486328125,0.017852783203125,0.0213623046875,0.023651123046875,0.02197265625,0.02716064453125,0.0238037109375,0.030975341796875,0.025177001953125,0.001678466796875,0.040435791015625,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
2,0.024261474609375,0.0262451171875,0.029296875,0.030975341796875,0.027008056640625,0.03173828125,0.030517578125,0.03692626953125,0.03173828125,0.002593994140625,0.0604248046875,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
3,0.030059814453125,0.033721923828125,0.0347900390625,0.038909912109375,0.032196044921875,0.039215087890625,0.03570556640625,0.043487548828125,0.03814697265625,0.003509521484375,0.080108642578125,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
4,0.03753662109375,0.041351318359375,0.042877197265625,0.04486083984375,0.03936767578125,0.047149658203125,0.04119873046875,0.0494384765625,0.042877197265625,0.0042724609375,0.100555419921875,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
5,0.045166015625,0.044708251953125,0.048980712890625,0.05584716796875,0.046539306640625,0.052032470703125,0.048980712890625,0.05584716796875,0.050048828125,0.00457763671875,0.1202392578125,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
6,0.0531005859375,0.051727294921875,0.0555419921875,0.063018798828125,0.05340576171875,0.0579833984375,0.0537109375,0.062713623046875,0.05523681640625,0.00518798828125,0.14007568359375,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
7,0.064544677734375,0.061492919921875,0.064239501953125,0.066375732421875,0.060272216796875,0.064239501953125,0.060272216796875,0.068817138671875,0.062713623046875,0.0054931640625,0.16082763671875,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
8,0.076751708984375,0.067901611328125,0.07080078125,0.072784423828125,0.065155029296875,0.070648193359375,0.067138671875,0.0738525390625,0.068359375,0.006256103515625,0.18096923828125,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
9,0.078887939453125,0.074310302734375,0.076446533203125,0.0787353515625,0.070037841796875,0.077056884765625,0.07232666015625,0.079345703125,0.074005126953125,0.00732421875,0.19989013671875,100,3.0,10000.0,10500.0,11000.0,11700.0,12000.0,12500.0,13000.0,13700.0,14000.0,2.48,2.53,2.6,2.62,2.4,2.47,2.36,2.48,2.5
